name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Delhi,6/07/2022,37.8,30.4,34.4,49.4,39.6,44.2,26,63,0,0,0,,0,0,33.5,18.4,91.7,1001,64.5,3.8,303.6,26.2,9,10,2022-07-06T05:28:51,2022-07-06T19:22:50,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,remote"
Delhi,7/07/2022,38,31.4,34.6,48,40.6,43.3,25.3,59.3,0,0,0,,0,0,24.8,18.4,88.5,1002.8,64.5,3.7,299.8,26.1,9,10,2022-07-07T05:29:17,2022-07-07T19:22:43,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,8/07/2022,38.2,31,34.9,47.6,38.5,42,24.1,54.8,0,0,0,,0,0,22,14.8,108.8,1000.4,49.4,3.6,292.1,25.3,9,10,2022-07-08T05:29:44,2022-07-08T19:22:34,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,9/07/2022,35,28.7,32,46.7,33.6,39.2,24.9,66.5,0,0,0,rain,0,0,38.9,22.3,102.3,998.8,60.9,3.2,232.1,20.3,8,10,2022-07-09T05:30:11,2022-07-09T19:22:24,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,10/07/2022,34,28.3,31,43.9,33.9,38.2,25.6,73.6,0,0,0,rain,0,0,33.5,18.4,74.5,1000.4,64,3.7,69.2,6,3,30,2022-07-10T05:30:40,2022-07-10T19:22:13,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,11/07/2022,36,28.7,31.8,44.7,32.7,38.6,24.9,67.9,0.851,100,4.17,rain,0,0,33.5,16.9,193.3,1000.9,56.6,3.3,302,26.3,9,30,2022-07-11T05:31:08,2022-07-11T19:22:00,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,12/07/2022,33,28,30.3,42.4,34.3,38,26.2,80.1,2.149,100,4.17,rain,0,0,33.5,14.7,75.5,1000.5,66.2,2.9,195.8,17.1,9,30,2022-07-12T05:31:37,2022-07-12T19:21:46,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,13/07/2022,36,28,31.5,45.6,31.9,39.2,25.8,73.3,0,0,0,rain,0,0,24.5,13,92.5,998.5,66.7,3.4,239.5,20.8,9,30,2022-07-13T05:32:07,2022-07-13T19:21:31,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,14/07/2022,38.6,29.4,32.3,49.4,35.5,39.9,25.2,67.6,0.03,100,4.17,rain,0,0,40.7,16.6,62.8,997.9,66,4.7,241.5,21.1,8,30,2022-07-14T05:32:37,2022-07-14T19:21:14,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,remote"
Delhi,15/07/2022,37,28.6,32.9,46,34.1,39.8,24.7,63.7,0,0,0,,0,0,37.8,20.5,93.4,999.6,71.4,4,226,19.7,9,30,2022-07-15T05:33:08,2022-07-15T19:20:55,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,16/07/2022,35.4,25.8,29.4,45.9,25.8,34.5,25.4,80.4,18.058,100,8.33,rain,0,0,40.7,22.3,96.2,1000.9,71.9,3.1,176.2,15.3,8,10,2022-07-16T05:33:39,2022-07-16T19:20:36,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,17/07/2022,34.1,25.9,29.9,46.7,25.9,36.6,26.2,81.9,10.552,100,8.33,rain,0,0,29.9,15.3,62.9,1002.8,78.3,3.2,255.6,22.1,8,10,2022-07-17T05:34:10,2022-07-17T19:20:15,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,18/07/2022,37.1,28.9,33.2,54.5,35.6,42.9,26.3,68.8,0,0,0,rain,0,0,18.4,13,65,1001.3,61,3.5,229.2,19.7,9,10,2022-07-18T05:34:42,2022-07-18T19:19:52,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,19/07/2022,37,29,32.4,45.8,36.8,42.2,26.7,73.5,10,100,12.5,rain,0,0,40.7,17.1,114.2,999.9,66,3.4,208.5,18,9,30,2022-07-19T05:35:14,2022-07-19T19:19:28,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,20/07/2022,34.8,25.3,29.7,47.9,25.3,36.7,26.4,84,60.975,100,12.5,rain,0,0,40.7,22.3,260.9,999.8,90.5,4,205.7,17.8,9,30,2022-07-20T05:35:46,2022-07-20T19:19:03,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,remote"
Delhi,21/07/2022,32.4,25.9,29,41.1,25.9,34.3,25.8,84,0.7,100,8.33,rain,0,0,23.4,11.2,343.6,1002.5,92.1,3.3,181.9,15.8,7,10,2022-07-21T05:36:18,2022-07-21T19:18:36,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,22/07/2022,32.8,27.8,29.4,43.5,34.2,37.5,26.9,86.7,7.09,100,12.5,rain,0,0,23,15.4,58.8,1003.7,92,2.2,254.8,21.9,9,10,2022-07-22T05:36:51,2022-07-22T19:18:09,0.78,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,23/07/2022,33.1,26.9,29.7,43.7,31.3,37.4,26.8,85.6,0.568,100,4.17,rain,0,0,33.8,18.4,93.8,1002.1,87.1,2.8,177.9,15.5,7,30,2022-07-23T05:37:24,2022-07-23T19:17:39,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,24/07/2022,34.4,27,30,44.4,31.2,37.7,26.5,82.5,3.285,100,12.5,rain,0,0,46.4,22.5,97.1,1001.9,74,3,221.9,19,8,30,2022-07-24T05:37:57,2022-07-24T19:17:09,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,25/07/2022,34,27,30,43.4,31.2,36.9,26,80.3,2.197,100,4.17,rain,0,0,37.1,21.5,96.9,1004.1,73.9,3.3,170.9,14.8,6,10,2022-07-25T05:38:30,2022-07-25T19:16:37,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,26/07/2022,32.8,27,29.4,42.1,31.2,35.8,25.7,81,0,0,0,rain,0,0,37.4,20.5,107.9,1005.3,68.8,3,166.5,14.5,7,10,2022-07-26T05:39:04,2022-07-26T19:16:03,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,27/07/2022,33.6,27,30,43.2,30.6,37.4,26.1,80,0,0,0,rain,0,0,27,16.6,111,1004.7,80.5,3.3,199.6,17.4,8,30,2022-07-27T05:39:37,2022-07-27T19:15:29,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,28/07/2022,32,26.9,28.6,42.3,30.5,34.6,26,86.3,17.162,100,8.33,rain,0,0,22,11.2,164.1,1006,86.7,3.2,211.8,18.3,8,30,2022-07-28T05:40:11,2022-07-28T19:14:53,0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,29/07/2022,32,26,28,42.3,26,32.5,26,89.2,2.448,100,4.17,rain,0,0,29.5,11.2,203.6,1005.5,95,3,185.3,16,8,30,2022-07-29T05:40:44,2022-07-29T19:14:16,0.02,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,30/07/2022,31.6,26,28.4,40.6,26,33.8,26,87.1,15.76,100,8.33,rain,0,0,19.1,16.6,251.7,1003.7,92.1,3,120,10.4,7,30,2022-07-30T05:41:18,2022-07-30T19:13:38,0.05,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,31/07/2022,32,26,28.7,40.3,26,33.6,25.6,84.3,11.422,100,8.33,rain,0,0,14,11.2,262.3,1001.2,87.7,3.3,234.2,20.2,9,30,2022-07-31T05:41:52,2022-07-31T19:12:58,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,1/08/2022,34,27.3,29.7,42,31.9,36.1,25.6,79.6,0,0,0,rain,0,0,14,13,245.4,1001.4,84.1,3.9,253.6,21.9,9,10,2022-08-01T05:42:25,2022-08-01T19:12:17,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,2/08/2022,35,27,31,44.9,31.2,38.2,25.9,75.9,0,0,0,rain,0,0,12.2,29,251.8,1000.8,50.7,3.6,224.4,19.6,9,10,2022-08-02T05:42:59,2022-08-02T19:11:35,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,3/08/2022,34,28,30.8,43.3,33.5,38.5,26,76.1,5.955,100,4.17,rain,0,0,22.3,14.8,106.9,1002.1,68,3.1,191.5,16.5,8,30,2022-08-03T05:43:33,2022-08-03T19:10:52,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,4/08/2022,32.7,27,29.4,42.9,31.2,36.6,26.4,84.6,4.928,100,8.33,rain,0,0,20.9,18.4,113.4,1002.8,86.2,2.7,228.3,19.6,8,30,2022-08-04T05:44:06,2022-08-04T19:10:08,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,5/08/2022,30,26.9,27.9,39.9,30.6,33.8,26.5,92.1,10.577,100,16.67,rain,0,0,28.4,13,113.7,1001.6,85.6,2.4,227.8,19.7,8,30,2022-08-05T05:44:40,2022-08-05T19:09:22,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,6/08/2022,33,27,30.2,44.1,31.8,39.1,27.2,84.5,0,0,0,rain,0,0,20.9,11.2,100.2,999.7,74.7,2.9,167.3,14.4,9,10,2022-08-06T05:45:14,2022-08-06T19:08:36,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,7/08/2022,30,26,27.6,40.4,26,32.4,26.4,93.3,6.63,100,4.17,rain,0,0,55.4,27.7,104.3,999.8,89.8,2.6,149.6,12.8,8,30,2022-08-07T05:45:47,2022-08-07T19:07:48,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,8/08/2022,34.3,26,30.1,43.4,26,36.1,25.9,79.9,0,0,0,,0,0,18,9.4,86.5,999.5,74.6,3,243.5,20.8,8,30,2022-08-08T05:46:21,2022-08-08T19:06:59,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,9/08/2022,35.6,28,32,46.6,34.5,41.6,26.8,75.3,0.134,100,4.17,rain,0,0,20.5,16.6,101.6,999.1,58.1,3.5,214.4,18.5,7,30,2022-08-09T05:46:54,2022-08-09T19:06:09,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,10/08/2022,35.7,29,32.5,45.3,36.4,40.6,25.6,68.9,0,0,0,,0,0,27.7,15.5,99.6,997.9,52.4,4.5,285,24.5,9,30,2022-08-10T05:47:27,2022-08-10T19:05:19,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,11/08/2022,32,27,29.6,40.5,29.6,35.1,24.5,73.9,0.03,100,4.17,rain,0,0,51.8,18.5,88.6,999.8,69.9,4.1,110.5,9.6,7,10,2022-08-11T05:48:00,2022-08-11T19:04:27,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,12/08/2022,36,27.3,31.2,43.8,31.3,37.6,25,71.1,0,0,0,rain,0,0,42.5,20.5,87.9,999.8,50.5,4.2,282.4,24.4,9,10,2022-08-12T05:48:33,2022-08-12T19:03:34,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,13/08/2022,34.1,28,30.9,43.9,32.7,37.9,25.4,73.4,0,0,0,,0,0,36.7,16.6,117.4,999.5,65.9,3.7,276.5,23.9,9,10,2022-08-13T05:49:06,2022-08-13T19:02:40,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,14/08/2022,32.5,27,28.9,41.9,31.2,35.6,26.4,86.6,5.747,100,8.33,rain,0,0,18.7,11.2,157.4,1002.1,72.1,3.6,171.5,14.8,8,30,2022-08-14T05:49:38,2022-08-14T19:01:45,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,15/08/2022,34,27,29.3,44.2,31.1,35.1,25.5,81.3,0,0,0,,0,0,42.8,18.4,61.7,1003.4,87.9,4.2,75.9,6.5,4,10,2022-08-15T05:50:11,2022-08-15T19:00:49,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,16/08/2022,32.4,27.7,29.1,39.2,31.9,34.4,24.8,78.7,2.448,100,8.33,rain,0,0,58.3,37.1,93,1001.6,87.7,3.1,234.8,20.2,9,10,2022-08-16T05:50:43,2022-08-16T18:59:53,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,17/08/2022,33.3,26,29.2,40.9,26,33.8,24.5,76.8,0,0,0,,0,0,41,22.3,122.7,1002.9,76.8,3.8,255,21.9,9,10,2022-08-17T05:51:16,2022-08-17T18:58:55,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,18/08/2022,34.5,26.9,30.3,47.2,30.6,36.6,25.3,76.1,0,0,0,,0,0,17.3,11.9,190.1,1002.1,52.6,4.2,226.8,19.8,8,10,2022-08-18T05:51:48,2022-08-18T18:57:57,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,19/08/2022,34.7,28,31.1,44.6,33.5,37.7,25.1,71.6,0,0,0,,0,0,33.5,17.4,264.8,1002,52,4.8,228.8,19.8,9,10,2022-08-19T05:52:19,2022-08-19T18:56:58,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,20/08/2022,32,27,29.6,39.1,31.2,36.5,25.9,80.8,6.851,100,4.17,rain,0,0,19.1,13,231.6,1003.5,81.9,3.5,160.8,13.9,8,30,2022-08-20T05:52:51,2022-08-20T18:55:58,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,21/08/2022,35,27.9,30.9,44.1,33.8,38.5,26,76.7,1.344,100,4.17,rain,0,0,15.1,11.2,298.3,1001.5,77.3,3.2,206.7,17.8,8,30,2022-08-21T05:53:23,2022-08-21T18:54:57,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,22/08/2022,35.2,28.9,31.5,45.1,36.5,39.9,26,74.3,0,0,0,,0,0,32.8,22.3,90.9,999.7,74.9,3.5,263.5,22.7,9,30,2022-08-22T05:53:54,2022-08-22T18:53:56,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,23/08/2022,33.6,28,30.7,40.8,32.7,36.8,24.7,71.4,0,0,0,rain,0,0,55.4,27.7,109.3,1001,70.5,4,274.3,23.7,9,10,2022-08-23T05:54:26,2022-08-23T18:52:53,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,24/08/2022,33,27,29.1,39.2,30.6,34.7,25.3,80.9,5.104,100,4.17,rain,0,0,35.6,16.6,117.9,1005.2,71.3,3.6,200.4,17.3,7,10,2022-08-24T05:54:57,2022-08-24T18:51:50,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,25/08/2022,34,26,30.1,39.9,26,34.9,24.3,72.3,0,0,0,,0,0,23,11.2,179.9,1004.7,58.6,3.6,226.6,19.6,9,10,2022-08-25T05:55:28,2022-08-25T18:50:47,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,26/08/2022,35,27,30.7,41.9,30.6,36.7,24.9,73,0,0,0,rain,0,0,29.5,14.8,267.6,1004,50.1,3.9,196.5,17,8,10,2022-08-26T05:55:58,2022-08-26T18:49:42,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,27/08/2022,35,27,30.7,42,30.6,36.1,24.3,70.2,0.17,100,4.17,rain,0,0,33.5,20.1,247.9,1003.1,47.4,3.8,167.1,14.5,9,10,2022-08-27T05:56:29,2022-08-27T18:48:37,0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,28/08/2022,34.2,27,30.6,39.7,29.6,34.7,23.1,65.9,0,0,0,rain,0,0,35.3,17.9,247.6,1003.7,57,3.9,174.3,15.1,7,10,2022-08-28T05:57:00,2022-08-28T18:47:32,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,29/08/2022,34.8,26,30.3,41.3,26,34.2,23.1,66.9,0.851,100,4.17,rain,0,0,16.9,18.4,187.8,1007.5,67.2,3.5,182.7,15.9,9,10,2022-08-29T05:57:30,2022-08-29T18:46:26,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,30/08/2022,35,26.7,30.2,44.9,30.3,36.8,25.5,77.4,1.514,100,8.33,rain,0,0,11.2,16.6,176.1,1007.9,76,3.3,237,20.5,9,10,2022-08-30T05:58:00,2022-08-30T18:45:19,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,31/08/2022,37,27,31.5,43.8,30.6,37,24.1,66.9,0,0,0,,0,0,19.4,14.8,251.8,1005.3,46.5,4.3,177.9,15.5,8,30,2022-08-31T05:58:30,2022-08-31T18:44:12,0.14,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,1/09/2022,36.5,28,32.1,43.2,33.5,38.3,24.4,66.3,0,0,0,rain,0,0,29.2,11.2,268.8,1005,64.8,5.3,139.6,12,5,30,2022-09-01T05:59:00,2022-09-01T18:43:04,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,remote"
Delhi,2/09/2022,35.3,28,32.1,43.3,32.7,37.5,23.7,62.9,7.656,100,4.17,rain,0,0,17.6,13,248,1006.4,73,7,242.8,21,8,30,2022-09-02T05:59:30,2022-09-02T18:41:56,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,remote"
Delhi,3/09/2022,36,28,32.2,41.7,30.2,36.5,22.5,58.2,0,0,0,,0,0,33.5,22.3,245.4,1004,52.3,5.1,266.4,22.9,9,10,2022-09-03T06:00:00,2022-09-03T18:40:48,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,remote"
Delhi,4/09/2022,37,28,32.3,42.1,30.6,36.4,22.2,56.6,0,0,0,,0,0,29.5,16.2,234.8,1002.7,30.8,4.9,267.3,23,9,10,2022-09-04T06:00:30,2022-09-04T18:39:39,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,5/09/2022,37,27,31.9,40.9,29.6,35.9,22.3,58.7,0,0,0,,0,0,12.6,13.2,269.1,1004.6,44.3,4.7,265.2,22.8,9,10,2022-09-05T06:01:00,2022-09-05T18:38:29,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,6/09/2022,36,28,31.7,40.6,30.6,35.7,22.4,59.4,0,0,0,,0,0,18,14.8,292.1,1005.9,39,3.8,263.3,22.8,9,10,2022-09-06T06:01:29,2022-09-06T18:37:19,0.35,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,7/09/2022,36.5,27.6,32.1,41.5,31.7,36.4,22.6,59.3,0,0,0,,0,0,23,11.2,311.8,1007.4,39.1,3.6,261.7,22.7,9,10,2022-09-07T06:01:59,2022-09-07T18:36:09,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,8/09/2022,36.2,28.3,32.2,42.7,32.5,37.5,23.6,61.8,0,0,0,,0,0,19.1,9.4,50.7,1008.3,37.8,3.2,259.3,22.4,9,10,2022-09-08T06:02:28,2022-09-08T18:34:59,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,9/09/2022,37,27.9,32.2,43.6,32.4,38.3,24.2,64.8,0,0,0,,0,0,17.6,16.6,97.4,1007.5,50.2,3.4,250.9,21.6,8,10,2022-09-09T06:02:57,2022-09-09T18:33:48,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,10/09/2022,35.3,29,31.6,45.1,34.5,39.3,25.7,71.9,0,0,0,rain,0,0,20.9,14.8,106.1,1006.6,54.7,3,237,20.5,8,30,2022-09-10T06:03:27,2022-09-10T18:32:37,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,11/09/2022,36,28.2,32.2,42.8,32.7,37.7,23.5,61.3,0,0,0,,0,0,18,13,106.9,1004.2,38.3,7.2,254.5,21.9,8,10,2022-09-11T06:03:56,2022-09-11T18:31:26,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,remote"
Delhi,12/09/2022,36.5,28,31.8,43.5,31.9,36.9,23.5,62.8,0,0,0,rain,0,0,28.1,18.4,96.7,1003.1,44.4,3.8,195.3,16.8,8,10,2022-09-12T06:04:25,2022-09-12T18:30:14,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,13/09/2022,34,25,30,40.6,25,33.8,23.6,70.4,8.552,100,4.17,rain,0,0,37.1,18.4,90.7,1003.7,69.9,4.2,215.3,18.6,7,10,2022-09-13T06:04:55,2022-09-13T18:29:02,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,14/09/2022,32,26,28.5,38.3,26,32.6,24.3,78.6,9.403,100,8.33,rain,0,0,39.2,20.9,77.3,1004.3,76.8,3.3,137.4,11.9,6,10,2022-09-14T06:05:24,2022-09-14T18:27:51,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,15/09/2022,30,24,26.4,37.8,24,28,25.1,92.7,5.253,100,16.67,rain,0,0,41.8,14.9,61.2,1002.4,92.2,2.9,102.4,8.9,6,10,2022-09-15T06:05:53,2022-09-15T18:26:39,0.66,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,16/09/2022,26,24,24.8,26,24,24.8,24.2,96.6,8.253,100,12.5,rain,0,0,37.1,14.9,358,1000.4,97.1,2.4,89.4,7.5,8,10,2022-09-16T06:06:22,2022-09-16T18:25:27,0.69,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,17/09/2022,33.2,24,28.5,42.1,24,32.3,24.8,82.2,0,0,0,,0,0,22.7,11.2,283.8,1002.5,63.7,3.1,241.5,20.9,8,30,2022-09-17T06:06:52,2022-09-17T18:24:14,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,18/09/2022,35,25.3,29.5,40,25.3,32.9,23.9,73.6,0,0,0,,0,0,17.3,9.4,318.4,1005.6,38.4,3.1,246.8,21.3,8,10,2022-09-18T06:07:21,2022-09-18T18:23:02,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,19/09/2022,33,26.5,29.3,41.4,26.5,34.1,24.6,77.3,5.104,100,4.17,rain,0,0,15.8,13,336.9,1005.9,63.4,2.9,240.7,20.9,8,10,2022-09-19T06:07:51,2022-09-19T18:21:50,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999"
